season,mnth,weekday,weathersit,yr,hr,holiday,workingday,temp,atemp,hum,windspeed,cnt
spring,May,Thu,clear,2012,14,0,1,21.14,24.0026,69.0,6.0032,240
winter,Dec,Mon,cloudy,2012,0,0,0,4.220000000000001,1.0015999999999998,60.0,11.0014,41
winter,Feb,Thu,rain,2011,23,0,1,-0.4799999999999995,-6.001,80.0,12.998,37
winter,Jan,Mon,clear,2011,22,0,0,-1.419999999999999,-8.0008,46.0,19.9995,15
fall,Nov,Mon,cloudy,2012,13,0,0,4.220000000000001,1.0015999999999998,41.0,11.0014,195
winter,Jan,Sat,rain,2011,3,0,1,2.34,-2.0013999999999985,80.0,19.9995,1
winter,Mar,Fri,clear,2012,0,0,1,12.68,13.0004,62.0,22.0028,46
spring,Apr,Sun,cloudy,2011,4,0,0,8.919999999999998,7.000999999999998,87.0,15.0013,5
winter,Dec,Sat,clear,2011,10,0,1,10.8,11.000600000000002,62.0,23.9994,104
spring,Jun,Wed,clear,2012,19,0,1,19.26,20.003,46.0,16.997899999999998,513
summer,Jul,Sat,clear,2012,2,0,1,24.9,28.002199999999995,79.0,8.9981,26
winter,Jan,Sun,clear,2012,9,0,0,2.34,1.9982000000000009,80.0,0.0,158
spring,May,Fri,clear,2011,3,0,1,20.2,20.003,88.0,6.0032,4
summer,Aug,Sun,clear,2012,16,0,0,27.72,28.002199999999995,37.0,16.997899999999998,641
winter,Feb,Thu,cloudy,2012,18,0,1,14.56,15.0002,41.0,22.0028,525
spring,Jun,Fri,rain,2011,21,0,1,21.14,22.0028,83.0,16.997899999999998,188
summer,Aug,Thu,clear,2011,5,0,1,22.08,24.0026,73.0,0.0,28
winter,Jan,Fri,rain,2012,0,0,1,7.98,5.997799999999998,93.0,12.998,3
fall,Oct,Tue,clear,2012,14,0,1,21.14,24.0026,27.0,12.998,282
winter,Jan,Wed,clear,2011,5,0,1,-1.419999999999999,-6.9976,74.0,15.0013,9
winter,Feb,Sun,rain,2012,6,0,0,2.34,-0.9982000000000006,93.0,8.9981,9
winter,Mar,Sun,cloudy,2012,1,0,0,12.68,13.0004,94.0,0.0,69
fall,Oct,Tue,clear,2012,3,0,1,10.8,11.000600000000002,62.0,0.0,6
spring,May,Mon,clear,2011,22,0,0,18.320000000000004,18.9998,83.0,0.0,117
fall,Oct,Fri,cloudy,2011,20,0,1,13.62,13.997,51.0,22.0028,241
spring,Mar,Fri,rain,2011,13,0,1,6.1,3.998000000000001,87.0,8.9981,68
spring,Mar,Sun,cloudy,2011,0,0,0,4.220000000000001,-0.0015999999999998,38.0,19.0012,28
winter,Jan,Sun,clear,2011,17,0,0,3.28,3.0014000000000003,60.0,0.0,91
summer,Sep,Sat,clear,2011,0,0,1,11.739999999999998,11.997200000000005,71.0,15.0013,48
winter,Dec,Tue,clear,2011,6,1,0,7.040000000000001,3.998000000000001,45.0,19.0012,4
fall,Dec,Sat,clear,2012,0,0,1,3.28,1.0015999999999998,70.0,7.0015,48
winter,Dec,Sat,rain,2012,0,0,1,11.739999999999998,11.997200000000005,88.0,19.9995,17
summer,Jul,Fri,clear,2012,13,0,1,32.42,38.997800000000005,53.0,19.9995,242
winter,Dec,Sat,cloudy,2011,22,0,1,7.98,5.997799999999998,71.0,11.0014,85
fall,Nov,Fri,rain,2012,9,0,1,8.919999999999998,7.9975999999999985,56.99999999999999,7.0015,331
winter,Jan,Thu,clear,2011,14,0,1,6.1,3.0014000000000003,28.000000000000004,12.998,62
spring,May,Thu,clear,2011,15,0,1,22.08,24.9992,41.0,0.0,179
spring,Jun,Fri,clear,2012,3,0,1,15.5,15.9968,77.0,7.0015,5
winter,Mar,Tue,cloudy,2012,20,0,1,18.320000000000004,18.9998,49.0,15.0013,286
winter,Mar,Thu,cloudy,2011,21,0,1,11.739999999999998,11.997200000000005,57.99999999999999,19.0012,78
winter,Jan,Wed,clear,2011,21,0,1,2.34,1.9982000000000009,64.0,0.0,48
fall,Oct,Tue,clear,2011,21,0,1,13.62,13.997,87.0,7.0015,126
fall,Oct,Mon,clear,2012,2,0,0,10.8,11.000600000000002,76.0,6.0032,66
winter,Mar,Fri,cloudy,2012,20,0,1,19.26,20.003,60.0,23.9994,330
spring,May,Wed,rain,2011,4,0,1,17.380000000000003,18.0032,94.0,16.997899999999998,4
winter,Feb,Fri,clear,2011,18,0,1,-0.4799999999999995,-4.001200000000001,28.000000000000004,8.9981,160
fall,Nov,Tue,clear,2011,0,0,1,13.62,13.997,77.0,19.0012,16
summer,Aug,Fri,clear,2012,8,0,1,23.020000000000003,24.9992,65.0,0.0,754
fall,Oct,Fri,cloudy,2011,2,0,1,17.380000000000003,18.0032,94.0,0.0,4
spring,Mar,Mon,cloudy,2011,0,0,0,4.220000000000001,1.0015999999999998,41.0,11.0014,31
spring,May,Thu,rain,2012,1,0,1,22.08,22.0028,89.0,12.998,4
summer,Aug,Tue,clear,2012,21,0,1,25.84,28.9988,66.0,12.998,290
spring,Apr,Wed,clear,2012,4,0,1,7.98,5.997799999999998,71.0,8.9981,2
fall,Sep,Wed,clear,2011,22,0,1,20.2,20.003,88.0,6.0032,121
winter,Jan,Sun,clear,2011,1,0,0,2.34,1.9982000000000009,80.0,0.0,40
fall,Dec,Wed,cloudy,2011,8,0,1,13.62,13.997,94.0,12.998,414
summer,Aug,Sun,cloudy,2012,8,0,0,23.020000000000003,24.9992,74.0,16.997899999999998,162
spring,Jun,Tue,clear,2012,6,0,1,21.14,22.0028,83.0,7.0015,144
summer,Sep,Thu,clear,2011,13,0,1,27.72,30.001999999999995,55.00000000000001,16.997899999999998,178
winter,Jan,Sun,rain,2012,5,0,0,-0.4799999999999995,-4.001200000000001,86.0,7.0015,2
winter,Jan,Thu,rain,2012,22,0,1,7.98,5.997799999999998,87.0,12.998,49
spring,Apr,Fri,cloudy,2011,6,0,1,22.08,22.9994,78.0,31.0009,86
summer,Aug,Thu,clear,2012,8,0,1,23.020000000000003,24.9992,61.0,11.0014,808
summer,Jul,Wed,cloudy,2012,10,0,1,31.48,36.001400000000004,49.0,12.998,159
summer,Jul,Fri,clear,2012,18,0,1,35.24,42.0008,40.0,23.9994,688
winter,Jan,Sat,clear,2012,19,0,1,13.62,13.997,33.0,19.0012,272
winter,Dec,Wed,cloudy,2012,20,1,0,7.040000000000001,3.998000000000001,66.0,19.0012,40
spring,May,Sun,rain,2011,19,0,0,17.380000000000003,18.0032,94.0,8.9981,248
spring,Apr,Sat,clear,2012,21,0,1,15.5,15.9968,36.0,0.0,189
fall,Dec,Fri,clear,2012,14,0,1,8.919999999999998,7.000999999999998,34.0,11.0014,242
spring,Mar,Sun,cloudy,2012,11,0,0,15.5,15.9968,94.0,12.998,273
winter,Feb,Fri,clear,2012,23,0,1,7.040000000000001,5.997799999999998,81.0,6.0032,73
summer,Jul,Wed,cloudy,2012,12,0,1,34.300000000000004,38.0012,35.0,0.0,254
spring,Jun,Sat,clear,2011,16,0,1,30.54,36.001400000000004,56.00000000000001,19.9995,285
winter,Jan,Tue,clear,2011,4,0,1,-3.3,-8.0008,54.0,8.9981,3
winter,Feb,Sat,cloudy,2011,21,0,1,3.28,-0.0015999999999998,70.0,11.0014,43
fall,Dec,Mon,cloudy,2012,16,0,0,12.68,13.0004,67.0,7.0015,443
spring,May,Tue,clear,2011,14,1,0,33.36,36.998000000000005,39.0,0.0,327
fall,Nov,Tue,cloudy,2012,12,0,1,10.8,11.000600000000002,62.0,19.0012,242
spring,Mar,Fri,rain,2011,0,0,1,3.28,-0.9982000000000006,93.0,15.0013,3
fall,Sep,Fri,rain,2012,21,0,1,21.14,22.0028,83.0,19.9995,253
winter,Jan,Fri,clear,2012,13,0,1,11.739999999999998,11.997200000000005,77.0,11.0014,183
summer,Aug,Fri,rain,2011,18,0,1,27.72,30.001999999999995,55.00000000000001,16.997899999999998,274
summer,Sep,Tue,cloudy,2011,0,0,1,16.44,17.0,72.0,11.0014,37
winter,Feb,Fri,rain,2012,14,0,1,7.040000000000001,5.001199999999997,81.0,12.998,31
fall,Dec,Tue,cloudy,2011,21,0,1,8.919999999999998,7.000999999999998,53.0,8.9981,127
summer,Jun,Wed,clear,2012,11,0,1,22.08,24.9992,36.0,27.9993,235
spring,May,Fri,clear,2012,3,0,1,13.62,13.997,88.0,15.0013,3
fall,Nov,Mon,clear,2012,5,0,0,6.1,3.998000000000001,87.0,8.9981,12
spring,Jun,Sat,clear,2012,6,0,1,17.380000000000003,18.0032,83.0,8.9981,151
summer,Jul,Sat,clear,2012,4,0,1,24.9,28.002199999999995,79.0,0.0,8
winter,Mar,Wed,clear,2012,7,0,1,-0.4799999999999995,-4.001200000000001,55.00000000000001,8.9981,275
winter,Dec,Sun,clear,2011,9,0,0,6.1,1.9982000000000009,45.0,27.9993,56
spring,May,Wed,cloudy,2012,9,0,1,20.2,20.9996,83.0,7.0015,333
summer,Jun,Tue,cloudy,2011,13,0,1,25.84,28.002199999999995,57.99999999999999,15.0013,164
spring,Apr,Sat,clear,2012,20,0,1,13.62,13.997,24.0,19.0012,252
spring,Jun,Sun,cloudy,2011,18,0,0,25.84,28.9988,62.0,8.9981,286
summer,Jul,Tue,clear,2012,12,0,1,31.48,36.001400000000004,49.0,8.9981,237
winter,Dec,Fri,cloudy,2011,13,0,1,5.160000000000002,3.0014000000000003,52.0,7.0015,131
winter,Jan,Thu,rain,2011,14,0,1,2.34,-2.9979999999999998,93.0,23.9994,36
summer,Aug,Sun,clear,2011,13,0,0,27.72,30.001999999999995,55.00000000000001,8.9981,378
winter,Dec,Tue,cloudy,2012,9,0,1,0.4599999999999991,-2.0013999999999985,64.0,7.0015,157
winter,Jan,Fri,clear,2011,1,0,1,-0.4799999999999995,-0.9982000000000006,64.0,0.0,4
fall,Oct,Mon,clear,2011,10,0,0,18.320000000000004,18.9998,68.0,6.0032,365
summer,Aug,Sat,clear,2011,19,0,1,26.78,28.9988,55.00000000000001,16.997899999999998,372
fall,Sep,Tue,clear,2012,18,0,1,17.380000000000003,18.0032,37.0,11.0014,853
fall,Oct,Sat,clear,2011,10,0,1,7.98,5.001199999999997,56.99999999999999,15.0013,130
winter,Dec,Tue,clear,2012,5,0,1,0.4599999999999991,-2.9979999999999998,80.0,8.9981,9
fall,Nov,Sun,clear,2012,19,0,0,4.220000000000001,-0.0015999999999998,41.0,16.997899999999998,83
winter,Jan,Wed,clear,2012,20,0,1,-2.3600000000000003,-8.0008,33.0,16.997899999999998,115
winter,Mar,Sun,clear,2011,4,0,0,16.44,17.0,34.0,27.9993,3
spring,Mar,Thu,cloudy,2011,22,0,1,7.040000000000001,5.001199999999997,93.0,11.0014,44
summer,Jul,Tue,clear,2012,16,0,1,30.54,34.998200000000004,52.0,8.9981,457
spring,May,Sun,cloudy,2012,18,0,0,27.72,30.001999999999995,52.0,12.998,415
spring,Apr,Tue,cloudy,2012,21,0,1,16.44,17.0,59.0,12.998,221
summer,Sep,Fri,clear,2012,11,0,1,23.020000000000003,24.9992,50.0,11.0014,254
winter,Mar,Sat,cloudy,2012,8,0,1,10.8,11.000600000000002,87.0,15.0013,562
fall,Sep,Wed,clear,2012,2,0,1,11.739999999999998,11.997200000000005,77.0,8.9981,14
spring,May,Fri,cloudy,2011,6,0,1,15.5,15.9968,94.0,0.0,103
winter,Jan,Tue,clear,2011,1,0,1,-6.12,-12.997,45.0,12.998,1
fall,Nov,Thu,clear,2011,12,0,1,14.56,15.0002,55.00000000000001,27.9993,160
fall,Oct,Wed,rain,2012,16,0,1,21.14,20.9996,88.0,8.9981,374
spring,May,Sun,clear,2011,16,0,0,20.2,24.9992,38.0,12.998,342
summer,Jul,Mon,clear,2011,7,0,0,24.9,26.998999999999995,70.0,6.0032,65
spring,May,Fri,clear,2012,0,0,1,20.2,20.9996,83.0,6.0032,56
summer,Aug,Tue,clear,2011,2,0,1,20.2,22.9994,69.0,12.998,13
winter,Jan,Thu,clear,2012,1,0,1,3.28,1.0015999999999998,87.0,6.0032,7
summer,Sep,Fri,clear,2011,1,0,1,22.08,24.0026,69.0,11.0014,20
winter,Feb,Sun,clear,2011,14,0,0,7.98,5.001199999999997,31.0,19.0012,120
spring,Jun,Sat,clear,2012,17,0,1,26.78,26.998999999999995,37.0,19.0012,823
summer,Sep,Tue,clear,2012,15,0,1,23.020000000000003,24.9992,31.0,26.0027,346
fall,Sep,Tue,clear,2011,20,0,1,22.08,22.0028,89.0,8.9981,251
summer,Aug,Sun,cloudy,2012,0,0,0,24.9,26.998999999999995,61.0,0.0,135
spring,Jun,Mon,cloudy,2011,7,0,0,20.2,22.9994,73.0,16.997899999999998,27
summer,Aug,Sun,clear,2012,10,0,0,25.84,28.9988,62.0,6.0032,407
winter,Feb,Thu,clear,2011,12,0,1,9.86,9.9974,32.0,22.0028,86
winter,Jan,Sat,clear,2012,18,0,1,15.5,15.9968,29.0,16.997899999999998,419
winter,Jan,Wed,clear,2012,19,0,1,-2.3600000000000003,-10.0006,28.000000000000004,27.9993,156
spring,May,Thu,clear,2011,18,0,1,25.84,28.002199999999995,57.99999999999999,15.0013,517
spring,Jun,Wed,clear,2011,2,0,1,20.2,22.9994,73.0,6.0032,5
summer,Sep,Sun,clear,2011,3,0,0,21.14,22.9994,73.0,11.0014,35
winter,Feb,Mon,cloudy,2011,16,0,0,11.739999999999998,11.997200000000005,28.000000000000004,22.0028,134
fall,Oct,Fri,clear,2011,11,0,1,17.380000000000003,18.0032,49.0,0.0,144
summer,Aug,Tue,clear,2011,17,0,1,32.42,34.998200000000004,39.0,11.0014,527
winter,Mar,Sun,clear,2011,11,0,0,7.98,3.998000000000001,49.0,22.0028,119
spring,Jun,Sun,clear,2011,8,0,0,20.2,24.9992,46.0,6.0032,125
spring,Apr,Sat,cloudy,2011,20,0,1,6.1,1.9982000000000009,93.0,22.0028,63
fall,Oct,Mon,clear,2011,1,0,0,13.62,13.997,88.0,0.0,78
winter,Dec,Tue,clear,2012,21,0,1,4.220000000000001,1.0015999999999998,60.0,11.0014,90
winter,Feb,Mon,clear,2012,18,0,0,7.98,5.001199999999997,36.0,19.0012,216
fall,Oct,Tue,rain,2012,0,0,1,12.68,13.0004,88.0,23.9994,22
winter,Feb,Sun,rain,2011,10,0,0,1.4000000000000004,-2.0013999999999985,100.0,8.9981,34
winter,Jan,Mon,cloudy,2012,5,0,0,-0.4799999999999995,-6.9976,47.0,22.0028,5
spring,May,Fri,clear,2011,6,0,1,12.68,13.0004,88.0,0.0,112
winter,Feb,Wed,clear,2012,16,0,1,11.739999999999998,11.997200000000005,28.000000000000004,6.0032,287
fall,Oct,Sun,clear,2012,23,0,0,11.739999999999998,11.997200000000005,57.99999999999999,19.9995,125
spring,Mar,Tue,cloudy,2011,9,0,1,2.34,-2.0013999999999985,32.0,15.0013,121
spring,Apr,Fri,cloudy,2012,6,0,1,14.56,15.0002,63.0,16.997899999999998,127
spring,Jun,Sat,clear,2011,20,0,1,22.08,24.9992,29.0,11.0014,293
winter,Feb,Sat,clear,2011,12,0,1,2.34,-0.9982000000000006,47.0,8.9981,71
spring,May,Sun,clear,2012,16,0,0,28.660000000000004,32.0018,55.00000000000001,16.997899999999998,504
fall,Nov,Fri,clear,2012,23,0,1,7.98,5.997799999999998,56.99999999999999,11.0014,120
fall,Nov,Fri,cloudy,2011,23,0,1,7.98,5.997799999999998,56.99999999999999,11.0014,82
summer,Aug,Sun,cloudy,2011,8,0,0,24.9,28.002199999999995,84.0,16.997899999999998,76
summer,Jul,Mon,clear,2012,23,0,0,24.9,26.998999999999995,70.0,0.0,100
fall,Oct,Sat,cloudy,2012,1,0,1,16.44,17.0,88.0,6.0032,36
summer,Aug,Thu,clear,2012,13,0,1,27.72,28.9988,48.0,7.0015,316
winter,Mar,Wed,cloudy,2011,17,0,1,8.919999999999998,7.000999999999998,62.0,12.998,217
summer,Jun,Wed,clear,2011,1,0,1,23.020000000000003,24.9992,74.0,0.0,13
spring,May,Wed,clear,2012,7,0,1,23.020000000000003,24.0026,78.0,15.0013,450
summer,Jul,Sun,clear,2012,9,0,0,31.48,38.997800000000005,59.0,11.0014,256
fall,Oct,Sun,clear,2011,4,0,0,12.68,13.0004,57.99999999999999,27.9993,8
summer,Jun,Sun,clear,2011,10,0,0,25.84,26.998999999999995,45.0,12.998,302
winter,Feb,Mon,clear,2011,20,0,0,10.8,11.000600000000002,35.0,22.0028,47
spring,May,Tue,clear,2012,20,0,1,17.380000000000003,18.0032,52.0,19.0012,323
fall,Sep,Wed,clear,2012,16,0,1,23.020000000000003,24.9992,39.0,19.9995,495
spring,May,Sun,clear,2012,10,0,0,23.020000000000003,24.9992,65.0,8.9981,432
spring,May,Fri,clear,2011,14,0,1,17.380000000000003,18.0032,28.000000000000004,30.0026,154
spring,Jun,Sun,clear,2011,8,0,0,26.78,28.9988,57.99999999999999,12.998,143
summer,Aug,Tue,clear,2011,5,0,1,18.320000000000004,18.9998,73.0,8.9981,17
spring,May,Wed,rain,2012,15,0,1,21.14,22.9994,73.0,16.997899999999998,134
spring,May,Sat,cloudy,2011,19,0,1,16.44,17.0,83.0,12.998,270
spring,May,Tue,clear,2011,9,0,1,20.2,22.9994,69.0,12.998,194
summer,Jul,Thu,clear,2012,18,0,1,28.660000000000004,28.9988,38.0,16.997899999999998,814
summer,Aug,Sun,clear,2012,11,0,0,26.78,30.001999999999995,66.0,11.0014,499
spring,Apr,Wed,clear,2012,22,0,1,12.68,13.0004,35.0,7.0015,157
spring,Mar,Tue,cloudy,2011,17,0,1,17.380000000000003,18.0032,64.0,16.997899999999998,272
fall,Oct,Wed,clear,2011,10,0,1,15.5,15.9968,51.0,16.997899999999998,128
winter,Feb,Sat,clear,2011,12,0,1,15.5,15.9968,59.0,12.998,185
winter,Mar,Thu,clear,2012,7,0,1,12.68,13.0004,82.0,7.0015,368
spring,May,Wed,cloudy,2011,10,0,1,22.08,24.0026,69.0,23.9994,127
winter,Jan,Fri,clear,2012,4,0,1,-2.3600000000000003,-6.001,54.0,7.0015,1
spring,May,Wed,clear,2011,4,0,1,20.2,20.003,88.0,7.0015,4
winter,Jan,Mon,rain,2011,15,0,0,7.98,5.997799999999998,81.0,11.0014,74
fall,Oct,Sun,clear,2012,13,0,0,20.2,24.9992,43.0,16.997899999999998,760
fall,Oct,Thu,clear,2011,2,0,1,13.62,13.997,82.0,11.0014,3
fall,Dec,Mon,rain,2012,20,0,0,8.919999999999998,7.9975999999999985,100.0,6.0032,108
summer,Aug,Fri,clear,2012,13,0,1,30.54,32.0018,38.0,6.0032,346
winter,Jan,Wed,clear,2012,15,0,1,-0.4799999999999995,-8.0008,37.0,27.9993,77
spring,May,Wed,clear,2011,18,0,1,24.9,26.998999999999995,70.0,12.998,564
summer,Jul,Mon,clear,2012,22,0,0,30.54,32.9984,43.0,8.9981,151
winter,Feb,Sun,cloudy,2012,20,0,0,-0.4799999999999995,-8.0008,43.0,36.9974,63
spring,May,Thu,cloudy,2012,14,0,1,22.08,24.9992,53.0,16.997899999999998,243
spring,May,Sat,clear,2012,22,0,1,18.320000000000004,18.9998,35.0,15.0013,234
summer,Aug,Fri,clear,2012,19,0,1,25.84,28.002199999999995,51.0,6.0032,633
summer,Jun,Mon,clear,2012,22,0,0,26.78,28.9988,55.00000000000001,7.0015,178
spring,Mar,Tue,clear,2012,21,0,1,9.86,9.9974,25.0,32.9975,186
spring,Apr,Tue,clear,2012,7,1,0,16.44,17.0,83.0,8.9981,387
spring,May,Tue,clear,2012,4,1,0,20.2,22.0028,78.0,8.9981,6
summer,Aug,Wed,clear,2012,19,0,1,26.78,28.002199999999995,45.0,11.0014,597
fall,Oct,Tue,clear,2012,3,0,1,12.68,13.0004,77.0,0.0,7
fall,Nov,Mon,clear,2011,4,0,0,7.98,7.000999999999998,87.0,7.0015,4
winter,Dec,Sun,clear,2012,17,0,0,5.160000000000002,1.0015999999999998,41.0,19.9995,114
winter,Jan,Sat,cloudy,2012,0,0,1,4.220000000000001,-0.9982000000000006,48.0,19.9995,27
fall,Dec,Thu,clear,2011,4,0,1,4.220000000000001,3.998000000000001,75.0,0.0,4
fall,Dec,Thu,cloudy,2012,9,0,1,12.68,13.0004,51.0,15.0013,388
spring,Mar,Tue,clear,2012,22,0,1,8.919999999999998,5.997799999999998,25.0,23.9994,93
spring,Apr,Sun,cloudy,2011,2,0,0,8.919999999999998,7.000999999999998,87.0,8.9981,24
summer,Aug,Thu,cloudy,2011,1,0,1,28.660000000000004,30.9986,52.0,11.0014,16
summer,Aug,Tue,clear,2011,16,0,1,26.78,28.9988,55.00000000000001,22.0028,283
winter,Jan,Sat,clear,2012,23,0,1,0.4599999999999991,-4.001200000000001,47.0,12.998,65
spring,May,Fri,clear,2012,16,0,1,23.020000000000003,24.9992,31.0,12.998,430
summer,Jul,Mon,clear,2011,9,0,0,30.54,36.001400000000004,56.00000000000001,26.0027,154
winter,Dec,Sun,clear,2011,20,0,0,4.220000000000001,1.9982000000000009,56.00000000000001,8.9981,24
winter,Jan,Tue,cloudy,2011,22,0,1,-0.4799999999999995,-4.001200000000001,59.0,7.0015,34
summer,Jul,Sun,clear,2011,21,0,0,30.54,36.998000000000005,59.0,15.0013,154
fall,Nov,Sat,clear,2011,12,1,0,7.98,3.0014000000000003,42.0,31.0009,239
spring,Apr,Wed,cloudy,2011,23,0,1,10.8,11.000600000000002,94.0,16.997899999999998,39
fall,Sep,Wed,cloudy,2011,7,0,1,21.14,20.003,94.0,7.0015,249
spring,Apr,Wed,clear,2012,12,0,1,14.56,15.0002,29.0,26.0027,224
summer,Jul,Fri,clear,2011,7,0,1,21.14,24.9992,53.0,16.997899999999998,334
fall,Dec,Wed,clear,2011,21,0,1,6.1,3.998000000000001,52.0,11.0014,139
spring,Apr,Sat,clear,2011,14,0,1,20.2,24.9992,35.0,22.0028,248
winter,Jan,Fri,clear,2012,3,0,1,-2.3600000000000003,-6.001,54.0,7.0015,4
fall,Dec,Fri,clear,2011,1,0,1,4.220000000000001,-0.9982000000000006,81.0,23.9994,7
summer,Sep,Wed,clear,2012,5,0,1,13.62,13.997,72.0,6.0032,44
winter,Jan,Sat,cloudy,2012,11,0,1,1.4000000000000004,-4.001200000000001,32.0,23.9994,123
summer,Sep,Mon,clear,2012,8,0,0,17.380000000000003,18.0032,64.0,11.0014,128
winter,Feb,Thu,clear,2011,1,0,1,1.4000000000000004,-0.9982000000000006,44.0,6.0032,9
fall,Dec,Sun,cloudy,2012,8,0,0,4.220000000000001,3.0014000000000003,75.0,6.0032,119
summer,Jul,Mon,clear,2012,15,0,0,34.300000000000004,38.0012,37.0,19.0012,345
fall,Nov,Mon,clear,2011,18,0,0,16.44,17.0,27.0,22.0028,190
winter,Feb,Sat,clear,2011,21,0,1,5.160000000000002,1.0015999999999998,48.0,26.0027,63
summer,Jun,Fri,clear,2012,8,0,1,26.78,30.001999999999995,70.0,0.0,590
spring,Mar,Fri,cloudy,2011,10,0,1,4.220000000000001,-0.9982000000000006,93.0,22.0028,65
fall,Oct,Thu,clear,2011,18,0,1,16.44,17.0,77.0,11.0014,453
summer,Jul,Mon,cloudy,2012,0,0,0,20.2,20.003,88.0,7.0015,113
winter,Jan,Fri,clear,2011,0,0,1,-1.419999999999999,-8.0008,59.0,19.0012,7
summer,Aug,Fri,clear,2011,18,0,1,24.9,28.002199999999995,74.0,19.9995,523
winter,Mar,Sat,cloudy,2012,6,0,1,10.8,11.000600000000002,50.0,23.9994,85
winter,Feb,Sat,clear,2012,3,0,1,5.160000000000002,1.0015999999999998,56.00000000000001,19.9995,4
spring,Apr,Fri,clear,2011,4,0,1,7.98,7.9975999999999985,76.0,0.0,9
winter,Jan,Thu,cloudy,2011,0,0,1,2.34,-0.9982000000000006,69.0,8.9981,17
winter,Mar,Sun,cloudy,2011,2,0,0,6.1,3.0014000000000003,87.0,12.998,20
spring,May,Fri,cloudy,2012,3,0,1,20.2,20.003,88.0,7.0015,4
summer,Jul,Fri,clear,2012,14,0,1,28.660000000000004,28.9988,33.0,15.0013,209
winter,Feb,Sat,clear,2012,5,0,1,4.220000000000001,1.0015999999999998,60.0,15.0013,17
summer,Aug,Tue,clear,2011,22,0,1,23.020000000000003,24.9992,69.0,16.997899999999998,98
summer,Jun,Tue,clear,2012,14,0,1,28.660000000000004,30.001999999999995,43.0,16.997899999999998,251
spring,May,Wed,cloudy,2012,11,0,1,20.2,24.0026,64.0,26.0027,217
summer,Sep,Wed,clear,2012,18,0,1,22.08,24.9992,36.0,11.0014,877
spring,Mar,Wed,clear,2012,5,0,1,2.34,-2.0013999999999985,37.0,19.0012,17
summer,Aug,Sat,rain,2011,19,0,1,21.14,22.9994,73.0,31.0009,165
winter,Feb,Tue,clear,2011,15,0,1,18.320000000000004,18.9998,21.0,43.9989,90
summer,Jun,Sat,clear,2012,7,0,1,24.9,26.998999999999995,61.0,7.0015,380
summer,Sep,Mon,clear,2012,17,0,0,24.9,26.002399999999994,37.0,16.997899999999998,671
fall,Sep,Mon,clear,2012,4,0,0,13.62,13.997,67.0,6.0032,7
summer,Jul,Thu,clear,2011,5,0,1,26.78,28.9988,57.99999999999999,12.998,26
summer,Jun,Sun,clear,2012,8,0,0,22.08,22.0028,89.0,11.0014,194
fall,Nov,Tue,cloudy,2012,11,0,1,9.86,9.9974,66.0,16.997899999999998,197
fall,Oct,Wed,clear,2012,11,0,1,15.5,15.9968,45.0,27.9993,228
fall,Dec,Sat,clear,2012,10,0,1,4.220000000000001,1.0015999999999998,81.0,12.998,190
spring,Mar,Fri,cloudy,2011,21,0,1,5.160000000000002,1.9982000000000009,93.0,11.0014,60
summer,Jul,Tue,cloudy,2012,13,0,1,29.6,32.9984,52.0,7.0015,240
winter,Feb,Mon,clear,2011,2,0,0,3.28,-2.9979999999999998,41.0,36.9974,17
winter,Feb,Wed,clear,2012,19,0,1,8.919999999999998,5.997799999999998,46.0,19.9995,304
spring,Apr,Sun,clear,2012,10,0,0,20.2,24.0026,64.0,19.0012,482
summer,Aug,Sun,clear,2012,17,0,0,33.36,36.001400000000004,37.0,19.9995,492
summer,Aug,Tue,clear,2011,13,0,1,28.660000000000004,30.9986,52.0,19.0012,193
winter,Mar,Tue,clear,2012,3,0,1,2.34,-0.9982000000000006,51.0,11.0014,1
winter,Jan,Fri,clear,2011,17,0,1,1.4000000000000004,-4.001200000000001,40.0,19.0012,162
winter,Feb,Thu,clear,2012,18,0,1,10.8,11.000600000000002,40.0,15.0013,468
winter,Mar,Wed,clear,2012,6,0,1,0.4599999999999991,-2.0013999999999985,51.0,7.0015,102
winter,Jan,Sat,clear,2012,16,0,1,16.44,17.0,27.0,19.0012,294
spring,Apr,Tue,clear,2012,6,0,1,10.8,11.000600000000002,47.0,12.998,123
spring,Apr,Sat,clear,2011,1,1,0,12.68,13.0004,62.0,0.0,15
winter,Mar,Mon,clear,2012,4,0,0,3.28,-0.0015999999999998,60.0,8.9981,22
spring,Jun,Tue,cloudy,2011,12,0,1,21.14,24.0026,69.0,7.0015,162
winter,Feb,Fri,cloudy,2012,21,0,1,7.98,7.000999999999998,81.0,7.0015,145
spring,Jun,Fri,cloudy,2011,19,0,1,31.48,32.9984,39.0,22.0028,326
spring,May,Tue,cloudy,2012,17,0,1,20.2,24.9992,53.0,22.0028,769
fall,Oct,Tue,cloudy,2011,16,0,1,10.8,11.000600000000002,76.0,7.0015,218
spring,Apr,Fri,cloudy,2011,5,0,1,21.14,22.0028,83.0,26.0027,13
fall,Dec,Wed,clear,2012,9,0,1,13.62,13.997,82.0,7.0015,336
spring,Jun,Tue,cloudy,2012,22,0,1,21.14,22.9994,73.0,11.0014,164
summer,Sep,Mon,clear,2012,19,0,0,21.14,24.9992,50.0,8.9981,403
summer,Aug,Mon,clear,2011,12,0,0,34.300000000000004,40.001000000000005,42.0,19.9995,370
